IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.05,1,ekonomi,tidak,6916055,buruh,3,kontrak,pedesaan,tidak,0,ya,78,tidak,ya,77,19,tidak,laki-laki,73,tidak layak,0
3.0,6,hukum,ya,1421383,wirausaha,1,kontrak,perkotaan,tidak,3,ya,80,ada,ya,62,11,ya,perempuan,100,tidak layak,0
3.23,3,sastra,tidak,2387541,buruh,5,milik sendiri,pedesaan,ya,2,tidak,64,ada,ya,69,3,tidak,laki-laki,1,layak,4654095
2.99,4,teknik informatika,ya,6679064,petani,4,kontrak,perkotaan,tidak,5,tidak,74,tidak,tidak,95,7,tidak,perempuan,29,tidak layak,0
2.93,5,manajemen,ya,5966883,petani,1,kontrak,perkotaan,ya,1,tidak,87,tidak,ya,70,15,tidak,perempuan,41,tidak layak,0
3.6,2,hukum,tidak,1781108,karyawan swasta,4,kontrak,perkotaan,ya,4,ya,86,tidak,ya,71,11,tidak,perempuan,81,layak,2382641
3.22,8,hukum,tidak,6931585,petani,2,kontrak,perkotaan,ya,5,tidak,73,tidak,tidak,99,14,tidak,laki-laki,45,tidak layak,0
3.38,2,pertanian,ya,8229138,pedagang,1,menumpang,pedesaan,ya,2,tidak,80,ada,tidak,92,1,tidak,perempuan,40,tidak layak,0
3.1,5,kedokteran,tidak,3615736,karyawan swasta,3,milik sendiri,perkotaan,ya,2,tidak,92,ada,tidak,53,5,tidak,perempuan,33,layak,5308695
3.51,7,hukum,tidak,3619496,buruh,5,kontrak,perkotaan,ya,3,ya,50,tidak,tidak,93,6,tidak,laki-laki,90,layak,3732475
2.96,6,kedokteran,tidak,7225763,karyawan swasta,4,menumpang,3t,tidak,1,tidak,77,tidak,ya,76,0,tidak,perempuan,75,tidak layak,0
3.46,4,hukum,ya,6113805,tidak bekerja,3,milik sendiri,pedesaan,ya,0,tidak,88,ada,tidak,62,18,tidak,laki-laki,41,tidak layak,0
2.41,8,ekonomi,tidak,648219,pegawai negeri,2,menumpang,perkotaan,ya,3,ya,80,tidak,tidak,95,10,tidak,laki-laki,55,tidak layak,0
2.96,2,teknik informatika,tidak,9341068,pegawai negeri,2,milik sendiri,pedesaan,tidak,5,tidak,79,ada,ya,53,5,tidak,laki-laki,61,tidak layak,0
3.05,5,sastra,tidak,7280483,buruh,5,milik sendiri,3t,ya,0,tidak,87,ada,ya,87,5,tidak,laki-laki,95,tidak layak,0
3.3,7,teknik informatika,ya,4965106,pedagang,6,kontrak,pedesaan,tidak,0,tidak,51,ada,tidak,79,0,tidak,laki-laki,51,tidak layak,0
2.73,4,pertanian,tidak,1159976,pegawai negeri,6,milik sendiri,perkotaan,ya,1,ya,76,tidak,ya,66,8,tidak,laki-laki,14,tidak layak,0
2.88,8,hukum,tidak,7942394,karyawan swasta,2,menumpang,3t,ya,4,ya,75,tidak,tidak,53,5,tidak,perempuan,13,tidak layak,0
2.66,4,kedokteran,ya,3150861,tidak bekerja,4,milik sendiri,pedesaan,ya,4,ya,74,ada,tidak,91,1,tidak,perempuan,7,tidak layak,0
3.16,3,ekonomi,tidak,8092738,karyawan swasta,6,kontrak,perkotaan,ya,1,tidak,69,tidak,ya,87,15,tidak,perempuan,2,tidak layak,0
3.03,8,teknik informatika,tidak,9662567,karyawan swasta,3,milik sendiri,pedesaan,ya,2,tidak,51,ada,ya,84,0,tidak,laki-laki,72,tidak layak,0
2.8,3,teknik informatika,ya,1804501,pegawai negeri,3,milik sendiri,perkotaan,ya,4,tidak,52,ada,ya,60,11,tidak,laki-laki,26,tidak layak,0
2.9,3,teknik informatika,tidak,4605024,pegawai negeri,1,milik sendiri,3t,ya,5,tidak,72,ada,ya,89,7,tidak,perempuan,42,tidak layak,0
2.76,1,kedokteran,tidak,8960643,tidak bekerja,5,menumpang,pedesaan,tidak,4,ya,99,ada,ya,60,9,tidak,perempuan,20,tidak layak,0
3.07,7,hukum,ya,9516136,petani,3,menumpang,perkotaan,ya,5,ya,58,tidak,tidak,55,5,tidak,laki-laki,56,tidak layak,0
3.56,6,ekonomi,tidak,2746423,petani,1,milik sendiri,pedesaan,ya,1,ya,79,tidak,tidak,67,5,tidak,laki-laki,49,layak,3528843
3.93,5,manajemen,tidak,8018486,pegawai negeri,5,milik sendiri,pedesaan,ya,3,ya,64,ada,tidak,73,7,tidak,laki-laki,54,tidak layak,0
2.59,5,pertanian,tidak,9034501,wirausaha,4,kontrak,pedesaan,tidak,1,tidak,89,tidak,ya,78,7,ya,laki-laki,84,tidak layak,0
2.45,5,pendidikan,tidak,5037936,petani,2,milik sendiri,perkotaan,ya,5,ya,71,tidak,ya,70,3,tidak,laki-laki,12,tidak layak,0
3.37,4,sastra,tidak,5891124,wirausaha,5,milik sendiri,pedesaan,tidak,0,ya,84,tidak,tidak,52,13,tidak,perempuan,73,tidak layak,0
2.82,4,kedokteran,tidak,3354736,buruh,5,menumpang,pedesaan,ya,4,tidak,60,tidak,tidak,95,17,tidak,perempuan,35,tidak layak,0
2.93,1,pendidikan,tidak,6527672,wirausaha,5,menumpang,3t,tidak,1,tidak,70,tidak,tidak,58,12,tidak,laki-laki,94,tidak layak,0
3.56,5,ekonomi,tidak,3323299,pegawai negeri,3,milik sendiri,perkotaan,tidak,2,tidak,55,tidak,ya,85,5,tidak,perempuan,1,tidak layak,0
3.38,2,hukum,tidak,7307103,pedagang,3,kontrak,3t,ya,4,tidak,61,ada,ya,60,5,tidak,perempuan,11,tidak layak,0
3.49,5,hukum,tidak,725565,buruh,6,menumpang,pedesaan,ya,5,tidak,58,tidak,tidak,50,8,tidak,perempuan,6,tidak layak,0
3.91,6,ekonomi,ya,1619934,karyawan swasta,3,menumpang,3t,tidak,4,ya,97,ada,ya,65,11,tidak,laki-laki,17,layak,3344879
2.78,5,pertanian,ya,4227776,karyawan swasta,1,menumpang,3t,tidak,4,ya,81,ada,tidak,75,8,tidak,perempuan,7,tidak layak,0
3.5,8,ekonomi,tidak,7058588,pegawai negeri,2,menumpang,pedesaan,tidak,0,ya,70,ada,tidak,61,6,tidak,laki-laki,56,tidak layak,0
3.31,7,hukum,tidak,2367709,pedagang,2,kontrak,3t,tidak,4,ya,95,ada,tidak,69,4,tidak,laki-laki,49,layak,4927339
2.8,5,sastra,ya,3798860,karyawan swasta,2,kontrak,pedesaan,tidak,4,ya,76,ada,tidak,94,6,tidak,perempuan,23,tidak layak,0
3.51,1,sastra,tidak,1665369,karyawan swasta,3,kontrak,3t,ya,0,tidak,81,ada,ya,69,5,ya,laki-laki,36,tidak layak,0
3.18,4,pertanian,tidak,4984870,petani,4,milik sendiri,pedesaan,ya,2,tidak,82,tidak,tidak,78,18,tidak,laki-laki,21,tidak layak,0
3.13,6,sastra,tidak,6702924,wirausaha,2,kontrak,perkotaan,ya,4,tidak,67,tidak,ya,62,16,tidak,perempuan,8,tidak layak,0
3.07,1,teknik informatika,tidak,4310718,buruh,3,menumpang,perkotaan,ya,2,ya,75,tidak,ya,70,18,tidak,laki-laki,74,layak,3848635
2.69,8,manajemen,tidak,7669593,petani,3,kontrak,perkotaan,tidak,5,ya,64,tidak,tidak,67,6,tidak,perempuan,93,tidak layak,0
3.28,7,manajemen,tidak,8072769,tidak bekerja,6,kontrak,perkotaan,ya,3,tidak,58,tidak,ya,75,17,tidak,laki-laki,47,tidak layak,0
3.27,5,manajemen,tidak,9182699,wirausaha,5,menumpang,3t,ya,3,tidak,94,ada,ya,50,16,tidak,laki-laki,89,layak,5811968
3.58,7,teknik informatika,tidak,4462575,pegawai negeri,4,kontrak,3t,tidak,1,tidak,78,tidak,tidak,87,16,tidak,laki-laki,50,tidak layak,0
3.28,8,pertanian,tidak,873346,tidak bekerja,4,kontrak,perkotaan,tidak,0,tidak,58,ada,ya,76,13,tidak,perempuan,73,tidak layak,0
2.88,5,manajemen,tidak,9088269,karyawan swasta,5,menumpang,pedesaan,ya,4,tidak,93,ada,tidak,80,6,tidak,laki-laki,38,tidak layak,0
3.61,2,ekonomi,tidak,7928647,petani,4,kontrak,pedesaan,tidak,0,tidak,60,ada,tidak,62,18,tidak,laki-laki,86,tidak layak,0
3.15,3,pertanian,ya,3082323,karyawan swasta,6,kontrak,perkotaan,tidak,1,tidak,79,ada,tidak,69,19,tidak,perempuan,75,tidak layak,0
3.3,5,hukum,ya,9485243,wirausaha,6,milik sendiri,perkotaan,ya,1,tidak,69,ada,ya,68,11,tidak,perempuan,57,tidak layak,0
3.46,1,ekonomi,tidak,1565510,buruh,3,menumpang,pedesaan,ya,2,tidak,83,ada,tidak,64,17,tidak,perempuan,84,layak,4058209
2.74,1,hukum,tidak,1764074,karyawan swasta,6,menumpang,3t,ya,0,ya,74,tidak,ya,93,3,tidak,laki-laki,13,tidak layak,0
3.47,7,sastra,tidak,2880969,tidak bekerja,6,menumpang,3t,ya,3,tidak,57,tidak,ya,88,4,tidak,perempuan,5,tidak layak,0
3.98,8,teknik informatika,tidak,9109689,wirausaha,5,milik sendiri,pedesaan,tidak,0,tidak,75,ada,ya,88,13,tidak,perempuan,38,tidak layak,0
3.29,6,teknik informatika,tidak,822802,karyawan swasta,2,menumpang,pedesaan,ya,2,tidak,61,tidak,tidak,55,2,tidak,laki-laki,54,tidak layak,0
3.46,2,ekonomi,tidak,3377133,tidak bekerja,4,kontrak,pedesaan,ya,0,tidak,51,ada,ya,79,1,tidak,laki-laki,53,tidak layak,0
3.05,4,sastra,tidak,4163171,pegawai negeri,5,kontrak,perkotaan,ya,2,ya,83,tidak,ya,55,5,ya,perempuan,84,tidak layak,0
3.31,3,sastra,ya,6773588,pedagang,4,menumpang,3t,ya,1,tidak,79,tidak,ya,50,5,tidak,perempuan,72,tidak layak,0
3.67,8,ekonomi,tidak,1486479,pedagang,5,kontrak,perkotaan,ya,1,tidak,68,ada,tidak,70,4,tidak,perempuan,5,layak,4952207
3.25,6,kedokteran,tidak,7628878,pegawai negeri,5,milik sendiri,perkotaan,tidak,2,tidak,67,ada,ya,75,8,tidak,laki-laki,15,tidak layak,0
2.34,6,pertanian,tidak,4673662,buruh,3,kontrak,perkotaan,ya,1,tidak,58,ada,tidak,52,12,tidak,perempuan,77,tidak layak,0
3.55,7,sastra,tidak,2670095,pegawai negeri,5,kontrak,pedesaan,ya,5,tidak,58,ada,tidak,61,19,tidak,laki-laki,21,layak,5445444
3.09,3,teknik informatika,tidak,7179934,petani,4,menumpang,pedesaan,ya,2,ya,87,ada,ya,63,10,tidak,perempuan,51,tidak layak,0
2.95,8,pertanian,tidak,3642222,pegawai negeri,4,milik sendiri,pedesaan,ya,4,ya,83,tidak,ya,56,10,tidak,laki-laki,97,tidak layak,0
3.19,2,hukum,tidak,7252006,petani,1,milik sendiri,perkotaan,ya,0,tidak,92,tidak,tidak,59,19,tidak,laki-laki,39,tidak layak,0
3.31,4,teknik informatika,tidak,9962735,petani,2,kontrak,3t,ya,4,tidak,59,tidak,ya,52,18,tidak,perempuan,82,tidak layak,0
2.87,6,ekonomi,tidak,2772177,pegawai negeri,1,kontrak,perkotaan,tidak,1,ya,61,ada,tidak,64,0,tidak,perempuan,54,tidak layak,0
2.55,7,manajemen,tidak,4879168,buruh,5,kontrak,3t,tidak,4,tidak,52,tidak,tidak,84,4,tidak,laki-laki,60,tidak layak,0
2.83,6,kedokteran,tidak,546609,karyawan swasta,5,kontrak,pedesaan,tidak,3,tidak,80,ada,tidak,50,9,tidak,perempuan,62,layak,4161136
3.33,2,hukum,tidak,1717062,wirausaha,2,kontrak,perkotaan,ya,3,ya,53,tidak,tidak,81,6,tidak,laki-laki,63,layak,4932756
3.5,1,kedokteran,tidak,3508803,petani,2,menumpang,pedesaan,tidak,4,tidak,54,ada,tidak,62,6,tidak,laki-laki,38,tidak layak,0
3.78,3,sastra,tidak,5709474,pegawai negeri,4,kontrak,pedesaan,ya,2,tidak,51,tidak,tidak,58,7,tidak,laki-laki,0,tidak layak,0
2.5,6,manajemen,tidak,6934509,pedagang,3,milik sendiri,perkotaan,ya,2,tidak,72,tidak,ya,96,3,tidak,perempuan,33,tidak layak,0
4.0,5,ekonomi,tidak,4675452,buruh,6,milik sendiri,perkotaan,ya,3,tidak,50,ada,tidak,50,18,tidak,laki-laki,91,layak,4612903
2.94,6,sastra,ya,5135400,petani,2,menumpang,perkotaan,tidak,1,ya,84,ada,ya,87,12,tidak,laki-laki,98,tidak layak,0
3.28,1,kedokteran,tidak,9626606,buruh,4,menumpang,perkotaan,tidak,5,tidak,92,tidak,ya,59,12,tidak,perempuan,11,tidak layak,0
2.84,7,sastra,tidak,3966954,tidak bekerja,2,menumpang,pedesaan,tidak,1,ya,62,tidak,tidak,66,0,tidak,laki-laki,97,tidak layak,0
3.99,7,pertanian,ya,9868215,karyawan swasta,1,menumpang,3t,tidak,5,ya,94,ada,tidak,64,2,tidak,laki-laki,49,tidak layak,0
3.19,7,manajemen,ya,9511275,pegawai negeri,5,kontrak,pedesaan,ya,3,ya,92,ada,ya,88,20,tidak,perempuan,58,tidak layak,0
3.53,3,hukum,ya,4289810,buruh,4,menumpang,3t,ya,2,ya,67,tidak,tidak,96,1,tidak,laki-laki,81,layak,3649924
3.3,2,pertanian,tidak,5353236,karyawan swasta,6,milik sendiri,perkotaan,ya,5,ya,67,tidak,tidak,74,13,tidak,perempuan,23,tidak layak,0
2.99,4,pendidikan,tidak,6807007,petani,3,milik sendiri,perkotaan,ya,3,ya,84,tidak,ya,58,11,tidak,perempuan,0,tidak layak,0
3.05,7,sastra,tidak,9643895,buruh,1,milik sendiri,perkotaan,ya,4,ya,60,ada,ya,90,0,tidak,laki-laki,2,tidak layak,0
3.14,5,pendidikan,ya,3855963,tidak bekerja,4,kontrak,pedesaan,tidak,2,ya,57,ada,tidak,52,1,tidak,perempuan,5,tidak layak,0
3.09,3,pertanian,tidak,8771111,pegawai negeri,6,kontrak,pedesaan,ya,5,tidak,58,ada,tidak,68,17,tidak,perempuan,88,layak,4393381
3.84,6,kedokteran,tidak,2586342,buruh,1,menumpang,pedesaan,tidak,4,ya,90,tidak,ya,68,9,tidak,perempuan,51,layak,3316174
3.37,3,pendidikan,ya,8776594,buruh,4,milik sendiri,pedesaan,ya,0,ya,76,ada,tidak,58,9,tidak,laki-laki,57,tidak layak,0
3.23,1,sastra,tidak,3088109,tidak bekerja,4,kontrak,3t,ya,0,ya,73,ada,ya,73,6,tidak,laki-laki,56,tidak layak,0
2.7,4,manajemen,tidak,2075202,pegawai negeri,4,milik sendiri,pedesaan,ya,0,ya,61,tidak,tidak,54,6,tidak,perempuan,39,tidak layak,0
2.83,7,ekonomi,tidak,5538940,tidak bekerja,6,kontrak,pedesaan,ya,3,tidak,85,ada,ya,70,19,tidak,perempuan,50,tidak layak,0
3.1,1,pendidikan,tidak,1325036,tidak bekerja,2,milik sendiri,perkotaan,tidak,3,tidak,55,tidak,ya,50,20,tidak,laki-laki,20,tidak layak,0
2.89,3,pendidikan,tidak,3249208,tidak bekerja,4,kontrak,pedesaan,tidak,5,ya,60,tidak,tidak,65,19,tidak,laki-laki,28,tidak layak,0
4.0,6,hukum,ya,4497984,wirausaha,2,milik sendiri,pedesaan,ya,0,ya,89,ada,ya,98,5,tidak,perempuan,17,layak,3781889
2.98,5,pertanian,tidak,9312589,pedagang,5,milik sendiri,perkotaan,ya,2,tidak,71,tidak,tidak,58,12,tidak,perempuan,41,tidak layak,0
3.09,7,manajemen,tidak,4210067,petani,1,milik sendiri,perkotaan,ya,2,tidak,63,ada,ya,99,13,tidak,laki-laki,16,tidak layak,0
2.81,8,pertanian,tidak,4163203,pedagang,1,kontrak,perkotaan,ya,0,tidak,75,tidak,tidak,51,14,ya,perempuan,6,tidak layak,0
3.23,4,ekonomi,tidak,6121341,buruh,3,milik sendiri,perkotaan,tidak,1,tidak,55,ada,tidak,100,9,tidak,laki-laki,63,tidak layak,0
2.93,5,teknik informatika,tidak,7786828,karyawan swasta,3,menumpang,3t,ya,1,ya,50,tidak,ya,50,1,tidak,perempuan,24,tidak layak,0
3.76,5,manajemen,tidak,8990715,karyawan swasta,1,menumpang,perkotaan,tidak,2,ya,68,ada,ya,76,13,tidak,laki-laki,16,tidak layak,0
2.89,4,sastra,tidak,2201700,pedagang,1,milik sendiri,perkotaan,ya,4,tidak,54,ada,tidak,89,9,tidak,perempuan,29,tidak layak,0
3.02,5,teknik informatika,ya,1728666,pedagang,6,kontrak,pedesaan,tidak,1,ya,62,tidak,tidak,69,5,tidak,laki-laki,43,tidak layak,0
3.4,7,pertanian,tidak,8749276,petani,5,menumpang,pedesaan,tidak,1,ya,83,tidak,ya,71,17,tidak,perempuan,8,tidak layak,0
3.8,7,teknik informatika,tidak,1792432,wirausaha,2,menumpang,perkotaan,ya,2,tidak,79,tidak,tidak,51,10,tidak,perempuan,79,layak,4259383
3.4,7,kedokteran,tidak,9586148,pedagang,1,menumpang,perkotaan,ya,1,ya,57,ada,ya,86,4,tidak,perempuan,51,tidak layak,0
3.43,3,teknik informatika,ya,5913194,pegawai negeri,3,menumpang,pedesaan,ya,2,ya,92,tidak,tidak,70,11,tidak,perempuan,12,tidak layak,0
3.42,3,sastra,tidak,5106976,petani,1,milik sendiri,pedesaan,ya,4,tidak,76,ada,tidak,93,1,tidak,perempuan,48,layak,4960341
2.87,5,pendidikan,ya,3438111,pegawai negeri,3,kontrak,3t,ya,4,tidak,68,ada,ya,62,6,tidak,perempuan,2,tidak layak,0
3.47,4,pendidikan,tidak,1202907,wirausaha,1,kontrak,3t,ya,1,ya,89,tidak,tidak,59,6,tidak,perempuan,7,tidak layak,0
3.25,3,teknik informatika,tidak,6083198,wirausaha,1,menumpang,perkotaan,ya,0,tidak,99,tidak,ya,63,8,tidak,laki-laki,74,tidak layak,0
2.96,7,manajemen,tidak,8479753,buruh,4,menumpang,perkotaan,ya,2,ya,59,tidak,ya,63,11,tidak,perempuan,67,tidak layak,0
3.54,1,sastra,tidak,1208625,karyawan swasta,2,kontrak,perkotaan,ya,5,tidak,82,ada,tidak,81,20,tidak,laki-laki,73,layak,4107342
2.98,1,pendidikan,tidak,9702417,petani,2,menumpang,perkotaan,ya,5,tidak,67,ada,ya,64,2,tidak,laki-laki,42,tidak layak,0
3.14,5,teknik informatika,tidak,5737492,pedagang,1,milik sendiri,3t,tidak,5,tidak,68,tidak,tidak,73,19,tidak,laki-laki,84,tidak layak,0
2.96,5,manajemen,tidak,7636368,wirausaha,3,menumpang,pedesaan,ya,0,tidak,98,ada,tidak,100,20,tidak,perempuan,89,tidak layak,0
3.17,5,manajemen,tidak,3170488,pedagang,6,milik sendiri,3t,tidak,0,tidak,73,tidak,tidak,60,14,tidak,perempuan,37,tidak layak,0
3.43,3,sastra,tidak,6900252,tidak bekerja,3,kontrak,pedesaan,ya,4,tidak,51,tidak,ya,65,4,tidak,laki-laki,28,tidak layak,0
3.43,8,manajemen,tidak,8932009,buruh,1,milik sendiri,perkotaan,ya,5,tidak,53,ada,tidak,70,8,tidak,perempuan,7,tidak layak,0
2.69,5,pertanian,tidak,5918382,wirausaha,3,milik sendiri,perkotaan,ya,3,ya,62,ada,ya,78,6,tidak,laki-laki,45,tidak layak,0
3.76,2,pendidikan,tidak,1474389,buruh,5,kontrak,pedesaan,tidak,5,tidak,60,tidak,ya,82,8,tidak,perempuan,52,tidak layak,0
2.71,7,manajemen,tidak,2745044,tidak bekerja,1,menumpang,perkotaan,ya,3,ya,98,ada,ya,53,14,tidak,laki-laki,61,layak,3230898
3.12,3,ekonomi,tidak,4374996,pedagang,3,menumpang,pedesaan,tidak,3,tidak,88,tidak,ya,65,10,ya,perempuan,41,tidak layak,0
2.98,8,ekonomi,tidak,4279679,pedagang,3,kontrak,perkotaan,ya,3,tidak,97,ada,ya,92,6,tidak,perempuan,43,tidak layak,0
3.12,4,manajemen,tidak,5723809,petani,3,kontrak,perkotaan,tidak,5,ya,59,ada,tidak,53,6,tidak,perempuan,14,tidak layak,0
3.28,6,ekonomi,tidak,9455929,buruh,1,menumpang,3t,tidak,3,tidak,84,ada,ya,64,20,tidak,perempuan,45,tidak layak,0
3.88,7,sastra,tidak,8436104,buruh,3,milik sendiri,perkotaan,tidak,3,tidak,77,tidak,ya,54,13,tidak,laki-laki,78,layak,4678465
3.96,8,kedokteran,tidak,8989806,wirausaha,2,milik sendiri,pedesaan,tidak,2,tidak,60,ada,tidak,64,3,tidak,laki-laki,90,tidak layak,0
3.44,6,sastra,tidak,7762193,tidak bekerja,4,milik sendiri,perkotaan,tidak,2,ya,74,tidak,tidak,74,5,tidak,perempuan,95,tidak layak,0
2.54,6,sastra,tidak,8671446,pegawai negeri,6,menumpang,3t,ya,0,ya,60,ada,ya,82,3,tidak,laki-laki,82,tidak layak,0
3.25,5,manajemen,tidak,5530679,tidak bekerja,3,menumpang,pedesaan,tidak,0,tidak,66,ada,tidak,78,9,ya,laki-laki,75,tidak layak,0
3.59,3,ekonomi,tidak,4549416,pedagang,1,milik sendiri,pedesaan,tidak,2,tidak,97,ada,tidak,95,5,tidak,laki-laki,53,layak,5163441
2.36,8,pertanian,ya,6834303,karyawan swasta,4,kontrak,perkotaan,ya,2,tidak,65,tidak,ya,52,4,tidak,laki-laki,17,tidak layak,0
3.66,4,sastra,tidak,9630460,petani,1,milik sendiri,perkotaan,tidak,4,ya,76,tidak,tidak,89,0,tidak,perempuan,78,tidak layak,0
3.75,2,pendidikan,ya,5607472,pegawai negeri,4,milik sendiri,pedesaan,ya,1,ya,99,tidak,ya,79,9,tidak,perempuan,55,tidak layak,0
2.8,5,hukum,tidak,6823234,tidak bekerja,1,milik sendiri,pedesaan,ya,1,ya,54,tidak,tidak,89,20,tidak,laki-laki,81,tidak layak,0
2.99,3,pertanian,tidak,6802010,tidak bekerja,3,milik sendiri,pedesaan,ya,1,tidak,100,tidak,ya,61,10,tidak,laki-laki,100,tidak layak,0
2.64,5,sastra,tidak,4791913,buruh,4,kontrak,3t,ya,4,ya,50,tidak,tidak,98,7,tidak,laki-laki,32,tidak layak,0
2.97,6,sastra,tidak,1904119,pegawai negeri,6,kontrak,pedesaan,tidak,1,ya,57,tidak,tidak,83,16,tidak,perempuan,27,tidak layak,0
3.45,2,hukum,tidak,635513,pegawai negeri,1,menumpang,pedesaan,ya,3,tidak,77,ada,ya,53,16,tidak,laki-laki,7,layak,2838066
3.62,8,kedokteran,ya,3958294,buruh,1,kontrak,3t,ya,1,tidak,84,tidak,ya,90,3,tidak,laki-laki,62,tidak layak,0
2.84,2,pertanian,ya,7301301,wirausaha,5,kontrak,pedesaan,ya,3,tidak,76,ada,ya,77,18,tidak,laki-laki,92,layak,2604835
2.68,6,sastra,ya,3791286,petani,4,milik sendiri,3t,ya,1,tidak,77,tidak,tidak,94,0,tidak,laki-laki,21,tidak layak,0
2.59,5,manajemen,ya,3073667,petani,4,kontrak,pedesaan,ya,0,ya,97,ada,ya,56,12,tidak,laki-laki,26,tidak layak,0
2.98,1,manajemen,ya,3985207,pegawai negeri,5,kontrak,pedesaan,ya,1,ya,61,tidak,ya,83,12,tidak,laki-laki,27,tidak layak,0
3.84,3,kedokteran,tidak,4764147,pegawai negeri,4,menumpang,pedesaan,ya,2,ya,75,tidak,tidak,89,14,tidak,laki-laki,22,layak,4212150
2.88,7,ekonomi,ya,3417014,wirausaha,1,menumpang,perkotaan,tidak,1,tidak,79,tidak,ya,67,18,tidak,perempuan,22,tidak layak,0
3.37,8,kedokteran,tidak,2045435,pegawai negeri,6,milik sendiri,perkotaan,tidak,3,ya,71,ada,tidak,81,12,tidak,perempuan,100,layak,4066015
2.81,1,ekonomi,tidak,2265405,pegawai negeri,4,kontrak,pedesaan,ya,4,tidak,60,tidak,tidak,99,8,tidak,perempuan,55,tidak layak,0
3.85,6,kedokteran,tidak,9915256,buruh,6,menumpang,perkotaan,ya,5,tidak,86,tidak,ya,59,9,tidak,perempuan,63,tidak layak,0
2.97,3,sastra,ya,8466175,petani,2,menumpang,pedesaan,tidak,3,tidak,97,ada,tidak,67,6,tidak,perempuan,52,tidak layak,0
3.8,2,manajemen,tidak,9144780,wirausaha,2,menumpang,pedesaan,ya,0,tidak,63,tidak,ya,74,1,tidak,laki-laki,99,tidak layak,0
3.94,1,manajemen,tidak,7607034,tidak bekerja,4,menumpang,perkotaan,ya,1,ya,67,ada,ya,58,3,tidak,perempuan,100,tidak layak,0
2.64,4,sastra,tidak,7915891,karyawan swasta,2,kontrak,perkotaan,tidak,5,tidak,90,ada,tidak,94,9,tidak,perempuan,26,tidak layak,0
3.34,4,manajemen,tidak,5542815,petani,2,kontrak,perkotaan,ya,5,ya,92,ada,ya,91,13,tidak,perempuan,91,layak,4450577
3.33,8,manajemen,tidak,8074876,wirausaha,1,kontrak,perkotaan,ya,1,ya,88,ada,ya,56,12,tidak,perempuan,100,tidak layak,0
3.78,1,manajemen,tidak,4642269,buruh,5,kontrak,perkotaan,ya,0,ya,64,tidak,tidak,63,15,tidak,perempuan,61,tidak layak,0
3.47,4,sastra,tidak,2184279,pegawai negeri,1,menumpang,pedesaan,tidak,0,tidak,54,tidak,tidak,88,6,ya,perempuan,69,tidak layak,0
3.79,2,manajemen,tidak,5246706,buruh,6,menumpang,pedesaan,tidak,0,ya,69,ada,ya,59,16,tidak,perempuan,53,tidak layak,0
3.92,2,ekonomi,tidak,1053318,wirausaha,1,menumpang,perkotaan,ya,1,ya,99,ada,tidak,82,10,tidak,perempuan,19,layak,2502592
2.61,4,pendidikan,ya,7638153,petani,6,kontrak,pedesaan,tidak,3,tidak,87,ada,ya,84,12,tidak,perempuan,100,tidak layak,0
2.46,8,manajemen,tidak,1949725,tidak bekerja,4,milik sendiri,pedesaan,ya,5,ya,93,tidak,ya,58,9,tidak,laki-laki,20,tidak layak,0
3.19,2,sastra,ya,2723316,tidak bekerja,5,kontrak,perkotaan,ya,1,tidak,94,ada,ya,77,15,tidak,perempuan,62,layak,5192405
2.84,5,ekonomi,ya,1703724,pedagang,5,milik sendiri,3t,tidak,2,tidak,57,tidak,ya,100,18,tidak,laki-laki,31,tidak layak,0
3.18,3,manajemen,tidak,1303379,petani,6,milik sendiri,3t,ya,2,ya,88,tidak,ya,74,2,tidak,perempuan,44,layak,4828094
3.18,3,pendidikan,ya,8835728,wirausaha,3,milik sendiri,3t,tidak,2,tidak,54,tidak,tidak,83,16,tidak,perempuan,54,tidak layak,0
3.08,5,hukum,tidak,3590890,karyawan swasta,6,menumpang,3t,ya,3,ya,91,tidak,tidak,73,0,tidak,laki-laki,60,layak,2189207
3.72,1,manajemen,tidak,5104580,petani,2,milik sendiri,perkotaan,ya,5,tidak,76,ada,tidak,52,16,tidak,laki-laki,0,layak,2028776
2.95,7,ekonomi,tidak,1489763,wirausaha,3,milik sendiri,pedesaan,ya,0,tidak,60,ada,ya,57,11,tidak,laki-laki,17,tidak layak,0
2.9,4,hukum,tidak,3536362,pedagang,5,milik sendiri,pedesaan,ya,3,ya,59,ada,tidak,88,18,tidak,laki-laki,0,tidak layak,0
3.97,5,manajemen,ya,9798684,pegawai negeri,4,menumpang,perkotaan,ya,0,tidak,65,tidak,ya,99,10,tidak,perempuan,18,tidak layak,0
2.71,3,hukum,tidak,628442,tidak bekerja,4,kontrak,3t,tidak,5,ya,81,ada,tidak,83,7,ya,laki-laki,9,tidak layak,0
